data_suite,join_name,elapsed_time,result,result_rows_count
short-continuous-to-short-overlap-10000000,salt-per-1000000-rdd-ailist-10-20-10-64,13077,success,3999997
short-continuous-to-short-overlap-10000000,salt-per-10000000-rdd-ailist-10-20-10-64,12940,success,3999997
short-continuous-to-short-overlap-50000000,bucket-per-1000-rdd-ailist-10-20-10-64,24356,success,19999997
short-continuous-to-short-overlap-50000000,bucket-per-1000000-rdd-ailist-10-20-10-64,32263,success,19999997
short-continuous-to-short-overlap-50000000,salt-per-1000000-rdd-ailist-10-20-10-64,71382,success,19999997
short-continuous-to-short-overlap-50000000,salt-per-10000000-rdd-ailist-10-20-10-64,101215,success,19999997
databio-s-1-2,bucket-per-1000-rdd-ailist-10-20-10-64,8234,success,54343
databio-s-1-2,bucket-per-1000000-rdd-ailist-10-20-10-64,7465,success,54343
databio-s-1-2,salt-per-1000000-rdd-ailist-10-20-10-64,5667,success,54343
databio-s-1-2,salt-per-10000000-rdd-ailist-10-20-10-64,5560,success,54343
databio-s-2-7,bucket-per-1000-rdd-ailist-10-20-10-64,9237,success,274262
databio-s-2-7,bucket-per-1000000-rdd-ailist-10-20-10-64,7751,success,274237
databio-s-2-7,salt-per-1000000-rdd-ailist-10-20-10-64,6341,success,274246
databio-s-2-7,salt-per-10000000-rdd-ailist-10-20-10-64,6374,success,274259
databio-s-1-0,bucket-per-1000-rdd-ailist-10-20-10-64,8676,success,321138
databio-s-1-0,bucket-per-1000000-rdd-ailist-10-20-10-64,7806,success,321138
databio-s-1-0,salt-per-1000000-rdd-ailist-10-20-10-64,7549,success,321138
databio-s-1-0,salt-per-10000000-rdd-ailist-10-20-10-64,6606,success,321138
databio-m-7-0,bucket-per-1000-rdd-ailist-10-20-10-64,10973,success,2764045
databio-m-7-0,bucket-per-1000000-rdd-ailist-10-20-10-64,10045,success,2764054
databio-m-7-0,salt-per-1000000-rdd-ailist-10-20-10-64,9126,success,2764131
databio-m-7-0,salt-per-10000000-rdd-ailist-10-20-10-64,8050,success,2764051
databio-m-7-3,bucket-per-1000-rdd-ailist-10-20-10-64,11752,success,4410826
databio-m-7-3,bucket-per-1000000-rdd-ailist-10-20-10-64,11627,success,4410783
databio-m-7-3,salt-per-1000000-rdd-ailist-10-20-10-64,8417,success,4410785
databio-m-7-3,salt-per-10000000-rdd-ailist-10-20-10-64,8410,success,4410723
databio-l-0-8,bucket-per-1000-rdd-ailist-10-20-10-64,132191,success,164213758
databio-l-0-8,bucket-per-1000000-rdd-ailist-10-20-10-64,195484,success,164213633
databio-l-0-8,salt-per-1000000-rdd-ailist-10-20-10-64,51302,success,164214417
databio-l-0-8,salt-per-10000000-rdd-ailist-10-20-10-64,26926,success,164213710
databio-l-4-8,bucket-per-1000-rdd-ailist-10-20-10-64,151963,success,227865838
databio-l-4-8,bucket-per-1000000-rdd-ailist-10-20-10-64,,Job aborted due to stage failure: Task 15 in stage 17.0 failed 1 times; most recent failure: Lost task 15.0 in stage 17.0 (TID 140) (192.168.97.6 executor 0): java.lang.OutOfMemoryError: Java heap space
databio-l-4-8,salt-per-1000000-rdd-ailist-10-20-10-64,111079,success,227868693
databio-l-4-8,salt-per-10000000-rdd-ailist-10-20-10-64,,Futures timed out after [30 minutes]
databio-l-7-8,bucket-per-1000-rdd-ailist-10-20-10-64,139843,success,307298136
databio-l-7-8,bucket-per-1000000-rdd-ailist-10-20-10-64,196514,success,307297744
databio-l-7-8,salt-per-1000000-rdd-ailist-10-20-10-64,45373,success,307298559
databio-l-7-8,salt-per-10000000-rdd-ailist-10-20-10-64,21038,success,307298132
databio-xl-3-0,bucket-per-1000-rdd-ailist-10-20-10-64,536985,success,1087655015
databio-xl-3-0,bucket-per-1000000-rdd-ailist-10-20-10-64,,Job aborted due to stage failure: Task 18 in stage 17.0 failed 1 times; most recent failure: Lost task 18.0 in stage 17.0 (TID 104) (192.168.97.7 executor 3): org.apache.spark.memory.SparkOutOfMemoryError: No enough memory for aggregation
databio-xl-3-0,salt-per-1000000-rdd-ailist-10-20-10-64,,Job aborted due to stage failure: Task 5 in stage 14.0 failed 1 times; most recent failure: Lost task 5.0 in stage 14.0 (TID 86) (192.168.97.5 executor 1): java.lang.OutOfMemoryError: Java heap space
databio-xl-3-0,salt-per-10000000-rdd-ailist-10-20-10-64,,Job aborted due to stage failure: Task 16 in stage 14.0 failed 1 times; most recent failure: Lost task 16.0 in stage 14.0 (TID 92) (192.168.97.3 executor 4): java.lang.OutOfMemoryError: Java heap space
